"ID_cliente","ID_producto","ID_vendedor","Cod_pedido","Fecha_pedido","Fecha_despacho","Unidades"
"C00012","I003528","V00436","P0034619","1/31/2018","2/10/2018","168"
"C00016","I003476","V00436","P0034620","1/31/2018","2/22/2018","189"
"C00017","I003608","V00441","P0034621","1/31/2018","2/20/2018","75"
"C00011","I003549","V00432","P0034622","1/31/2018","2/25/2018","100"
"C00023","I003555","V00433","P0034623","2/1/2018","2/19/2018","100"
"C00029","I003498","V00433","P0034624","2/1/2018","2/26/2018","89"
"C00015","I003593","V00438","P0034625","2/1/2018","2/12/2018","99"
"C00018","I003568","V00434","P0034626","2/1/2018","2/21/2018","145"
"C00016","I003498","V00437","P0034627","2/1/2018","2/18/2018","86"
"C00023","I003482","V00436","P0034628","2/1/2018","2/20/2018","146"
"C00022","I003584","V00440","P0034629","2/1/2018","2/18/2018","169"
"C00028","I003489","V00434","P0034630","2/1/2018","2/14/2018","119"
"C00022","I003627","V00435","P0034631","2/1/2018","2/17/2018","87"
"C00027","I003476","V00432","P0034632","2/1/2018","2/11/2018","127"
"C00032","I003484","V00441","P0034633","2/1/2018","2/17/2018","132"
"C00030","I003562","V00433","P0034634","2/1/2018","2/23/2018","51"
"C00028","I003478","V00437","P0034635","2/1/2018","2/19/2018","57"
"C00011","I003573","V00433","P0034636","2/1/2018","2/14/2018","187"
"C00029","I003591","V00432","P0034637","2/2/2018","2/12/2018","180"
"C00017","I003549","V00440","P0034638","2/2/2018","2/22/2018","127"
"C00013","I003592","V00433","P0034639","2/2/2018","2/17/2018","105"
"C00032","I003464","V00441","P0034640","2/2/2018","2/20/2018","154"
"C00025","I003605","V00439","P0034641","2/2/2018","2/26/2018","161"
"C00013","I003557","V00437","P0034642","2/2/2018","2/20/2018","175"
"C00012","I003499","V00439","P0034643","2/2/2018","2/18/2018","102"
"C00011","I003485","V00441","P0034644","2/2/2018","2/20/2018","136"
"C00022","I003608","V00440","P0034645","2/2/2018","2/12/2018","89"
"C00012","I003551","V00438","P0034646","2/2/2018","2/23/2018","81"
"C00016","I003612","V00432","P0034647","2/2/2018","2/15/2018","180"
"C00023","I003506","V00434","P0034648","2/2/2018","2/24/2018","70"
"C00028","I003580","V00442","P0034649","2/2/2018","2/26/2018","84"
"C00027","I003533","V00436","P0034650","2/2/2018","2/20/2018","191"
"C00012","I003589","V00435","P0034651","2/2/2018","2/20/2018","129"
"C00017","I003604","V00432","P0034652","2/2/2018","2/24/2018","59"
"C00018","I003599","V00441","P0034653","2/2/2018","2/14/2018","138"
"C00028","I003491","V00438","P0034654","2/2/2018","2/16/2018","131"
"C00024","I003565","V00440","P0034655","2/3/2018","2/22/2018","158"
"C00012","I003506","V00439","P0034656","2/3/2018","2/23/2018","163"
"C00011","I003581","V00433","P0034657","2/3/2018","2/13/2018","99"
"C00018","I003465","V00432","P0034658","2/3/2018","2/16/2018","68"
"C00020","I003465","V00434","P0034659","2/3/2018","2/23/2018","193"
"C00022","I003611","V00442","P0034660","2/3/2018","2/21/2018","185"
"C00011","I003537","V00435","P0034661","2/3/2018","2/14/2018","89"
"C00017","I003462","V00436","P0034662","2/3/2018","2/20/2018","182"
"C00021","I003551","V00442","P0034663","2/3/2018","2/18/2018","95"
"C00012","I003582","V00434","P0034664","2/3/2018","2/15/2018","184"
"C00026","I003589","V00442","P0034665","2/4/2018","2/27/2018","162"
"C00012","I003601","V00432","P0034666","2/4/2018","2/25/2018","72"
"C00018","I003504","V00432","P0034667","2/4/2018","2/16/2018","97"
"C00018","I003495","V00440","P0034668","2/4/2018","2/22/2018","194"
"C00015","I003566","V00441","P0034669","2/4/2018","2/18/2018","111"
"C00011","I003521","V00434","P0034670","2/4/2018","2/18/2018","145"
"C00022","I003580","V00436","P0034671","2/4/2018","2/21/2018","68"
"C00029","I003521","V00437","P0034672","2/4/2018","2/14/2018","170"
"C00027","I003601","V00439","P0034673","2/4/2018","3/1/2018","193"
"C00021","I003567","V00437","P0034674","2/4/2018","2/17/2018","142"
"C00023","I003621","V00436","P0034675","2/4/2018","2/21/2018","118"
"C00015","I003587","V00436","P0034676","2/4/2018","3/1/2018","87"
"C00032","I003493","V00432","P0034677","2/4/2018","2/26/2018","192"
"C00025","I003562","V00432","P0034678","2/4/2018","2/26/2018","107"
"C00026","I003560","V00437","P0034679","2/5/2018","2/22/2018","81"
"C00011","I003466","V00440","P0034680","2/5/2018","2/16/2018","107"
"C00018","I003596","V00437","P0034681","2/5/2018","2/25/2018","157"
"C00026","I003472","V00442","P0034682","2/5/2018","2/17/2018","75"
"C00018","I003617","V00436","P0034683","2/5/2018","2/20/2018","193"
"C00021","I003609","V00433","P0034684","2/5/2018","2/28/2018","196"
"C00019","I003538","V00441","P0034685","2/5/2018","2/21/2018","122"
"C00025","I003573","V00434","P0034686","2/5/2018","2/15/2018","103"
"C00020","I003610","V00432","P0034687","2/5/2018","2/21/2018","77"
"C00019","I003493","V00435","P0034688","2/5/2018","2/25/2018","140"
"C00016","I003480","V00437","P0034689","2/5/2018","2/16/2018","195"
"C00015","I003519","V00438","P0034690","2/5/2018","2/20/2018","150"
"C00019","I003590","V00433","P0034691","2/5/2018","3/1/2018","123"
"C00030","I003516","V00436","P0034692","2/5/2018","2/27/2018","154"
"C00025","I003613","V00436","P0034693","2/5/2018","2/15/2018","87"
"C00013","I003590","V00439","P0034694","2/5/2018","2/19/2018","58"
"C00024","I003531","V00441","P0034695","2/6/2018","2/19/2018","64"
"C00030","I003560","V00439","P0034696","2/6/2018","2/20/2018","117"
"C00030","I003591","V00442","P0034697","2/6/2018","2/28/2018","190"
"C00020","I003498","V00438","P0034698","2/6/2018","2/22/2018","186"
"C00015","I003607","V00433","P0034699","2/6/2018","2/25/2018","110"
"C00018","I003516","V00436","P0034700","2/6/2018","2/27/2018","106"
"C00029","I003583","V00441","P0034701","2/6/2018","2/22/2018","75"
"C00014","I003606","V00437","P0034702","2/6/2018","2/23/2018","148"
"C00013","I003570","V00432","P0034703","2/6/2018","2/27/2018","186"
"C00021","I003595","V00440","P0034704","2/6/2018","2/27/2018","153"
"C00018","I003478","V00442","P0034705","2/7/2018","2/23/2018","198"
"C00016","I003467","V00441","P0034706","2/7/2018","2/21/2018","158"
"C00029","I003561","V00436","P0034707","2/7/2018","2/22/2018","127"
"C00011","I003605","V00435","P0034708","2/7/2018","3/1/2018","65"
"C00028","I003521","V00442","P0034709","2/7/2018","3/1/2018","80"
"C00028","I003600","V00436","P0034710","2/7/2018","3/4/2018","102"
"C00027","I003587","V00436","P0034711","2/7/2018","2/17/2018","193"
"C00014","I003593","V00437","P0034712","2/7/2018","2/24/2018","183"
"C00030","I003463","V00435","P0034713","2/7/2018","2/27/2018","138"
"C00028","I003509","V00436","P0034714","2/7/2018","2/27/2018","77"
"C00014","I003585","V00432","P0034715","2/7/2018","2/26/2018","68"
"C00026","I003495","V00441","P0034716","2/7/2018","2/25/2018","87"
"C00019","I003591","V00433","P0034717","2/7/2018","3/3/2018","97"
"C00024","I003537","V00433","P0034718","2/8/2018","2/19/2018","182"
"C00014","I003538","V00433","P0034719","2/8/2018","2/23/2018","179"
"C00020","I003525","V00441","P0034720","2/8/2018","2/24/2018","59"
"C00030","I003498","V00441","P0034721","2/8/2018","2/26/2018","90"
"C00014","I003612","V00438","P0034722","2/8/2018","2/18/2018","197"
"C00028","I003515","V00441","P0034723","2/8/2018","2/23/2018","172"
"C00013","I003520","V00434","P0034724","2/8/2018","2/18/2018","70"
"C00013","I003551","V00435","P0034725","2/8/2018","2/28/2018","150"
"C00012","I003621","V00442","P0034726","2/8/2018","2/19/2018","170"
"C00020","I003473","V00435","P0034727","2/8/2018","3/2/2018","196"
"C00029","I003604","V00438","P0034728","2/8/2018","3/2/2018","177"
"C00026","I003597","V00442","P0034729","2/8/2018","2/23/2018","78"
"C00017","I003593","V00440","P0034730","2/8/2018","2/20/2018","71"
"C00030","I003535","V00441","P0034731","2/8/2018","2/21/2018","107"
"C00011","I003613","V00439","P0034732","2/8/2018","2/25/2018","119"
"C00020","I003538","V00432","P0034733","2/8/2018","2/24/2018","116"
"C00029","I003608","V00434","P0034734","2/8/2018","3/3/2018","172"
"C00017","I003487","V00432","P0034735","2/9/2018","3/6/2018","150"
"C00028","I003604","V00437","P0034736","2/9/2018","3/4/2018","190"
"C00019","I003484","V00432","P0034737","2/9/2018","2/27/2018","179"
"C00011","I003600","V00435","P0034738","2/9/2018","2/19/2018","84"
"C00032","I003607","V00435","P0034739","2/9/2018","2/28/2018","70"
"C00011","I003533","V00439","P0034740","2/9/2018","2/25/2018","167"
"C00027","I003503","V00441","P0034741","2/9/2018","2/21/2018","187"
"C00026","I003512","V00438","P0034742","2/9/2018","2/22/2018","170"
"C00024","I003537","V00438","P0034743","2/9/2018","2/19/2018","166"
"C00021","I003537","V00442","P0034744","2/9/2018","2/23/2018","141"
"C00028","I003601","V00439","P0034745","2/10/2018","2/27/2018","64"
"C00027","I003537","V00440","P0034746","2/10/2018","2/20/2018","104"
"C00017","I003464","V00432","P0034747","2/10/2018","2/24/2018","54"
"C00027","I003468","V00433","P0034748","2/10/2018","2/24/2018","75"
"C00024","I003526","V00434","P0034749","2/10/2018","3/2/2018","79"
"C00014","I003507","V00436","P0034750","2/10/2018","3/3/2018","162"
"C00020","I003554","V00439","P0034751","2/10/2018","2/26/2018","162"
"C00013","I003563","V00439","P0034752","2/10/2018","2/21/2018","101"
"C00011","I003572","V00433","P0034753","2/10/2018","2/25/2018","150"
"C00022","I003589","V00437","P0034754","2/10/2018","3/2/2018","131"
"C00018","I003480","V00439","P0034755","2/10/2018","2/25/2018","108"
"C00011","I003583","V00438","P0034756","2/11/2018","3/6/2018","147"
"C00019","I003563","V00440","P0034757","2/11/2018","3/3/2018","65"
"C00027","I003553","V00435","P0034758","2/11/2018","2/25/2018","95"
"C00023","I003606","V00436","P0034759","2/11/2018","2/24/2018","194"
"C00020","I003494","V00439","P0034760","2/11/2018","3/4/2018","58"
"C00011","I003613","V00437","P0034761","2/11/2018","3/7/2018","134"
"C00026","I003566","V00432","P0034762","2/11/2018","2/22/2018","117"
"C00012","I003477","V00439","P0034763","2/11/2018","2/24/2018","53"
"C00032","I003592","V00435","P0034764","2/11/2018","3/4/2018","133"
"C00013","I003524","V00437","P0034765","2/12/2018","2/23/2018","94"
"C00013","I003597","V00440","P0034766","2/12/2018","2/23/2018","102"
"C00024","I003472","V00437","P0034767","2/12/2018","3/7/2018","121"
"C00016","I003617","V00442","P0034768","2/12/2018","2/25/2018","116"
"C00011","I003486","V00441","P0034769","2/12/2018","3/4/2018","56"
"C00032","I003548","V00438","P0034770","2/12/2018","3/7/2018","74"
"C00024","I003524","V00437","P0034771","2/12/2018","2/22/2018","94"
"C00018","I003581","V00440","P0034772","2/12/2018","3/1/2018","128"
"C00023","I003587","V00432","P0034773","2/12/2018","2/23/2018","62"
"C00032","I003501","V00439","P0034774","2/12/2018","3/1/2018","140"
"C00026","I003610","V00441","P0034775","2/12/2018","2/24/2018","123"
"C00024","I003518","V00434","P0034776","2/12/2018","3/8/2018","90"
"C00015","I003486","V00438","P0034777","2/12/2018","2/26/2018","171"
"C00023","I003538","V00435","P0034778","2/12/2018","3/6/2018","123"
"C00023","I003579","V00432","P0034779","2/12/2018","3/4/2018","179"
"C00032","I003540","V00432","P0034780","2/13/2018","2/25/2018","67"
"C00013","I003562","V00440","P0034781","2/13/2018","2/28/2018","94"
"C00030","I003503","V00441","P0034782","2/13/2018","2/25/2018","148"
"C00030","I003462","V00433","P0034783","2/13/2018","3/9/2018","193"
"C00029","I003603","V00434","P0034784","2/13/2018","2/27/2018","190"
"C00011","I003591","V00436","P0034785","2/13/2018","2/28/2018","62"
"C00015","I003558","V00440","P0034786","2/13/2018","2/26/2018","187"
"C00016","I003619","V00436","P0034787","2/13/2018","3/2/2018","157"
"C00029","I003545","V00432","P0034788","2/13/2018","2/28/2018","191"
"C00019","I003497","V00438","P0034789","2/13/2018","2/27/2018","96"
"C00022","I003537","V00440","P0034790","2/13/2018","3/3/2018","64"
"C00023","I003578","V00434","P0034791","2/13/2018","3/3/2018","191"
"C00015","I003541","V00441","P0034792","2/13/2018","2/24/2018","192"
"C00015","I003555","V00434","P0034793","2/13/2018","3/3/2018","176"
"C00032","I003611","V00439","P0034794","2/13/2018","2/28/2018","143"
"C00032","I003493","V00442","P0034795","2/13/2018","3/7/2018","162"
"C00028","I003502","V00438","P0034796","2/13/2018","2/26/2018","168"
"C00027","I003615","V00434","P0034797","2/14/2018","2/25/2018","105"
"C00012","I003484","V00442","P0034798","2/14/2018","2/28/2018","140"
"C00019","I003591","V00432","P0034799","2/14/2018","3/10/2018","119"
"C00021","I003584","V00437","P0034800","2/14/2018","3/7/2018","113"
"C00015","I003607","V00438","P0034801","2/14/2018","3/10/2018","140"
"C00019","I003507","V00434","P0034802","2/14/2018","3/7/2018","94"
"C00022","I003568","V00436","P0034803","2/14/2018","2/24/2018","150"
"C00012","I003585","V00437","P0034804","2/14/2018","3/3/2018","61"
"C00024","I003493","V00435","P0034805","2/14/2018","3/5/2018","189"
"C00021","I003580","V00439","P0034806","2/14/2018","3/7/2018","149"
"C00020","I003516","V00442","P0034807","2/14/2018","2/25/2018","131"
"C00013","I003615","V00440","P0034808","2/14/2018","2/24/2018","149"
"C00021","I003603","V00442","P0034809","2/14/2018","3/6/2018","155"
"C00016","I003484","V00433","P0034810","2/14/2018","2/25/2018","84"
"C00015","I003545","V00437","P0034811","2/15/2018","3/9/2018","128"
"C00018","I003569","V00434","P0034812","2/15/2018","3/7/2018","101"
"C00011","I003536","V00438","P0034813","2/15/2018","3/9/2018","189"
"C00020","I003510","V00440","P0034814","2/15/2018","3/5/2018","143"
"C00020","I003477","V00437","P0034815","2/15/2018","3/7/2018","177"
"C00024","I003463","V00441","P0034816","2/15/2018","2/25/2018","121"
"C00011","I003609","V00435","P0034817","2/15/2018","3/4/2018","87"
"C00022","I003502","V00439","P0034818","2/15/2018","3/3/2018","168"
"C00028","I003575","V00441","P0034819","2/15/2018","2/27/2018","116"
"C00021","I003606","V00442","P0034820","2/15/2018","3/9/2018","148"
"C00029","I003535","V00441","P0034821","2/15/2018","3/11/2018","147"
"C00013","I003597","V00432","P0034822","2/16/2018","3/4/2018","149"
"C00027","I003605","V00436","P0034823","2/16/2018","3/10/2018","72"
"C00015","I003499","V00432","P0034824","2/16/2018","3/1/2018","130"
"C00021","I003465","V00436","P0034825","2/16/2018","2/28/2018","119"
"C00023","I003470","V00440","P0034826","2/16/2018","2/28/2018","139"
"C00011","I003464","V00440","P0034827","2/16/2018","3/6/2018","145"
"C00024","I003621","V00435","P0034828","2/16/2018","2/28/2018","176"
"C00014","I003544","V00432","P0034829","2/16/2018","3/3/2018","170"
"C00022","I003529","V00437","P0034830","2/16/2018","2/28/2018","154"
"C00027","I003616","V00435","P0034831","2/16/2018","3/6/2018","55"
"C00019","I003608","V00436","P0034832","2/16/2018","3/12/2018","53"
"C00012","I003598","V00435","P0034833","2/16/2018","3/6/2018","169"
"C00011","I003598","V00439","P0034834","2/16/2018","3/7/2018","131"
"C00017","I003464","V00438","P0034835","2/17/2018","3/11/2018","101"
"C00014","I003565","V00440","P0034836","2/17/2018","2/27/2018","53"
"C00021","I003620","V00437","P0034837","2/17/2018","2/28/2018","146"
"C00011","I003566","V00436","P0034838","2/17/2018","3/11/2018","156"
"C00019","I003499","V00433","P0034839","2/17/2018","3/10/2018","87"
"C00022","I003572","V00437","P0034840","2/17/2018","3/14/2018","145"
"C00029","I003484","V00434","P0034841","2/17/2018","3/11/2018","85"
"C00021","I003577","V00433","P0034842","2/17/2018","3/2/2018","116"
"C00022","I003491","V00441","P0034843","2/17/2018","3/12/2018","141"
"C00028","I003624","V00433","P0034844","2/17/2018","2/27/2018","117"
"C00015","I003476","V00440","P0034845","2/17/2018","3/13/2018","189"
"C00017","I003485","V00439","P0034846","2/17/2018","3/14/2018","59"
"C00011","I003578","V00435","P0034847","2/17/2018","3/10/2018","135"
"C00021","I003506","V00435","P0034848","2/17/2018","2/27/2018","159"
"C00012","I003522","V00432","P0034849","2/18/2018","3/3/2018","123"
"C00013","I003581","V00439","P0034850","2/18/2018","3/13/2018","108"
"C00013","I003608","V00433","P0034851","2/18/2018","2/28/2018","165"
"C00011","I003555","V00433","P0034852","2/18/2018","3/2/2018","158"
"C00012","I003533","V00433","P0034853","2/18/2018","3/3/2018","138"
"C00011","I003592","V00440","P0034854","2/18/2018","3/8/2018","87"
"C00032","I003504","V00440","P0034855","2/18/2018","3/1/2018","200"
"C00030","I003589","V00432","P0034856","2/18/2018","3/14/2018","105"
"C00011","I003585","V00438","P0034857","2/18/2018","3/4/2018","133"
"C00019","I003507","V00442","P0034858","2/18/2018","3/11/2018","196"
"C00024","I003537","V00436","P0034859","2/18/2018","3/13/2018","145"
"C00021","I003469","V00441","P0034860","2/18/2018","2/28/2018","143"
"C00012","I003492","V00433","P0034861","2/18/2018","3/13/2018","154"
"C00013","I003555","V00434","P0034862","2/18/2018","3/7/2018","141"
"C00025","I003615","V00433","P0034863","2/18/2018","3/9/2018","52"
"C00023","I003546","V00438","P0034864","2/18/2018","3/6/2018","178"
"C00017","I003578","V00438","P0034865","2/18/2018","3/11/2018","91"
"C00020","I003591","V00440","P0034866","2/18/2018","3/6/2018","101"
"C00020","I003522","V00438","P0034867","2/18/2018","3/1/2018","145"
"C00019","I003510","V00433","P0034868","2/18/2018","3/13/2018","76"
"C00030","I003511","V00441","P0034869","2/19/2018","3/7/2018","103"
"C00026","I003573","V00437","P0034870","2/19/2018","3/10/2018","133"
"C00024","I003480","V00439","P0034871","2/19/2018","3/6/2018","156"
"C00014","I003500","V00439","P0034872","2/19/2018","3/10/2018","200"
"C00030","I003602","V00433","P0034873","2/19/2018","3/11/2018","176"
"C00018","I003605","V00435","P0034874","2/19/2018","3/1/2018","141"
"C00014","I003580","V00432","P0034875","2/19/2018","3/15/2018","143"
"C00018","I003531","V00439","P0034876","2/19/2018","3/2/2018","99"
"C00013","I003566","V00440","P0034877","2/19/2018","3/16/2018","193"
"C00012","I003521","V00432","P0034878","2/19/2018","3/15/2018","197"
"C00019","I003554","V00437","P0034879","2/19/2018","3/4/2018","120"
"C00011","I003553","V00439","P0034880","2/19/2018","3/5/2018","99"
"C00021","I003605","V00442","P0034881","2/19/2018","3/12/2018","139"
"C00016","I003465","V00437","P0034882","2/20/2018","3/5/2018","194"
